text,positive
"Lupinen-Drink Schoko - DIE Alternative!",1
"sehr lecker",1
"Wer braucht da noch echten Käse?",1
"lecker",1
"Super lecker",1
"Mega lecker!!!",1
"Mein absoluter Liebling!",1
"Tolles Produkt!",1
"Perfekter Ersatz",1
"unverzichtbar",1
"Zu empfehlen",1
"Der war super!",1
"Große Überraschung",1
"lecker nussig",1
"Bester Instantkaffee!",1
"Lecker",1
"Beste Wiener",1
"Große Überraschung",1
"Spitze",1
"Unsere perfekte Schoki",1
"Einfach leckere Knödel",1
"Super wenns schnell gehen muss",1
"super lecker",1
"Perfekte Größe und geschmacklich gut",1
"Top!",1
"Fester Bestandteil beim Grillen",1
"Klasse!",1
"Super lecker",1
"Großartig",1
"Wie in Italien!",1
"Perfekter Schaum",1
"Beste Sojamilch!",1
"Super Schokoladig!",1
"...hab ich doch schon einmal gesehen?",1
"Micht nur der hohe Proteingehalt überzeugt",1
"Sonnenblumen Bolognese",1
"Sehr lecker",1
"Lecker",1
"Ein Genuss",1
"Fertiggericht gutem Gewissen",1
"Lecker aber zu viel Plastik Verpackung",1
"Wirklich lecker und das ohne Palmöl",1
"SO lecker",1
"Wie normaler Instant Cappuccino",1
"Top!",1
"super Tofu",1
"Vielseitig verwendbar und super lecker",1
"Sehr zufrieden",1
"Nicht nur vegane Snackwürstchen",1
"Suchtfaktor 1000",1
"Suchtgefahr",1
"Suchtgefahr!",1
"Tolle Vorspeise wie frisch vom Griechen",1
"Die beste Frischkäse Alternative!",1
"Lecker!",1
"super!",1
"Spitze!",1
"Sehr lecker",1
"Lecker!!!!",1
"Bester Snack",1
"Schafskäse-Alternative",1
"Ich liebe meinen Hirten",1
"Hmmm!",1
"Einmal und niewieder",1
"Toll für die ganze Familie",1
"gut",1
"Nett",1
"Tolle Grundzutat",1
"Toll Idee, wenn man nicht ständig neu bestellen möchte",1
"Wer braucht schon Geschnetzeltes",1
"Ein sehr tolles und vielseitig verwendbares Produkt!",1
"Perfekter Fleischersatz !",1
"Grandios für Burger!",1
"Lecker und einfach",1
"Übertrifft Beyond Meat und co. bei Weitem!",1
"Super geeignet, wenn man Gemüse nicht so mag",1
"Super Geschmack - Super Burger!",1
"Sojafrei & vegan!",1
"Konsistenz so lala, Geschmack megagut!",1
"Super",1
"Super Streichfähig und gute Verarbeitung",1
"Geschmolzen toll!",1
"Etwas speziell, aber lecker",1
"Super Pizzakäse",1
"Gelungener Aufstrich!",1
"Lecker",1
"Lecker",1
"Schmeckt sehr gut!",1
"Für Zwischendurch",1
"Toller Geschmack",1
"Sehr lecker!",1
"Gerne wieder",1
"Superlecker",1
"Superlecker!!!",1
"Super lecker!",1
"so lecker",1
"Volltreffer in top Bio-Qualität!",1
"Sehr zu empfehlen!",1
"tolle vegane bio schlagsahne",1
"Perfekter Quark für die weitere Zubereitung von Aufstrichen, gefüllten Teigtaschen etc.",1
"ich bin so froh, dass es diesen Mandelquark gibt, Käsekuchen schmeckt himmlisch mit diesem Quark, man kann wirklich alles mit diesem Mandelquark zubereiten, es schmeckt der ganzen Familie auch den Nichtveganern. Hoffentlich ist er bald wieder zu kaufen",1
"phantastischer Käsekuchen",1
"Hinterlässt mich wunschlos glcüklich",1
"Für Naschkatzen!",1
"Man schmeckt's!",1
"Mehr Vurst, weniger Verpackung, guter Geschmack",1
"Toller Geschmack",1
"Sehr originalgetreu",1
"Sehr gutes Produkt",1
"Perfektes Produkt für die vegane Küche!",1
"Toll",1
"Hmm!",1
"ganz ok",1
"Lecker :)",1
"Toller Geschmack",1
"Sehr schade",1
"sehr lecker!",1
"Gut kombinierbar",1
"Dauergast bei uns",1
"Lecker!",1
"Bio, Vegan und Sojafrei!",1
"Einfach Spitze!",1
"Einfach nur toll!",1
"Supi!",1
"Lecker",1
"Super",1
"lecker",1
"Nomnom!",1
"Scharf und vielseitig",1
"Keine klassische Salami aber lecker.",1
"Leckerer Brotbelag",1
"Richtig lecker",1
"vegane Salami kann doch lecker sein",1
"Sehr lecker",1
"Suchtpotenzial",1
"Könnte ich den ganzen Tag naschen!",1
"Wahnsinn!",1
"Sehr lecker",1
"Unangenehmer Geschmack",1
"mag ich sehr gerne",1
"perfekte Konsistenz!",1
"Sehr lecker",1
"Wie der originale Keks vom Bäcker",1
"Sehr lecker",1
"delicious",1
"Weckt ein paar Erinnerungen...",1
"Die beste Wurst bislang!",1
"Super lecker",1
"Cremig und super schokoladig!",1
"Top!",1
"Köstlich",1
"SEHR GUTER ERSATZ!",1
"Solides Filetstück",1
"Es war füllend und lecker",1
"Superlecker",1
"Wie beim Jugoslawen",1
"überzeugt auf voller Linie",1
"Sehr leckere und hübsche Gummibärchen.Meine Enkelkinder und auch ich die Omi lieben sie.",1
"sehr lecker",1
"Einfach Spitze!",1
"Unglaublich lecker",1
"Der beste vegane Käse",1
"Bester Veganer Käse auf dem Markt",1
"Eine absolute Geschmacksexplosion",1
"Deliziös!",1
"sehr lecker",1
"Köstlich",1
"Megaaalecker :)",1
"Megaaalecker :)",1
"Perfekte Alternative",1
"Megalecker",1
"Super!",1
"Top Produkt!",1
"Sehr lecker",1
"Gut zur Weiterverarbeitung, ging beim Transport kaputt",1
"Genau mein Fall!",1
"Richtig lecker",1
"Unglaublich lecker",1
"Sehr lecker",1
"Schmeckt nach mehr",1
"Rauchig süß",1
"Wahnsinnig lecker",1
"Lecker!!!!",1
"Saulecker!",1
"Mega lecker :-)",1
"Lecker",1
"Sehr lecker",1
"lecker",1
"Tolle Message",1
"Überraschend gut!",1
"Oh mein Gott!",1
"Gerne wieder",1
"Super",1
"Super lecker",1
"Leckerer als Haifischflosse",1
"Sehr lecker",1
"lecker, aber nichts außergewöhnliches",1
"Geschmacklich und sensorisch dem Original sehr ähnlich",1
"Lecker!",1
"Einwandfrei!",1
"Top!",1
"absolut oberbeste Schoki überhaupt",1
"Sehr fein!",1
"Hmm!",1
"Nicht mein Favorit...",1
"Überzeugt durch authentischen Geschmack",1
"vanillig",1
"Einfach nur lecker...!",1
"Sehr gelungen",1
"achtung- suchtgefahr! :-)",1
"LECKER!",1
"Sehr gute Schokolade",1
"Klasse!",1
"Als Student leider nur ein seltener Genuss",1
"Supi!",1
"Hammer!",1
"Sehr guter Ersatz",1
"Nicht perfekt aber akzeptabel",1
"Zum Snacken einfach genial",1
"Super authentisch",1
"Lecker",1
"einfach nur ekelig, hat nichts mit Bratwürschen zu tun. Ich habe 9 von 10 weg geschmissen.",1
"Lecker, aber zu teuer",1
"Super Lecker",1
"Schnell und lecker",1
"Lecker",1
"Subjektiv eine 10, objektiv leider nicht haltbar",1
"Hmmmmmmm",1
"Gut!",1
"extrem lecker",1
"super lecker, ohne Sojageschmack",1
"Lecker",1
"Besser als erwartet",1
"Köstlich zum Snacken",1
"Keine wirkliche Vergleichbarkeit mit Garnelen",1
"Top!",1
"Top!",1
"Köstlich",1
"Sehr gutes Produkt",1
"Leeeecker",1
"Sehr lecker",1
"4 Spacebars Probierset",1
"Tolles veganen Snackwürstchen",1
"Einfach köstlich!",1
"sehr lecker",1
"Lieblingscookies",1
"Sehr lecker, gesund, mit viele Kalorie und Energie",1
"super lecker",1
"Mein Liebster",1
"super zum backen oder als Sahne",1
"Damit klappt aber nicht nur Eis!",1
"Der beste vegane Käse...",1
"Sehr gut!",1
"Scheinbar Geschmackssache",1
"Könnte ewig weiter futtern",1
"Erste Klasse, besser geht es nicht.",1
"Super lecker",1
"praktisch, günstig, lecker",1
"Lecker & günstig",1
"Tolle Sache!",1
"Beste Knoblauchsoße",1
"Super!",1
"Best one!",1
"Leckere Mayo",1
"Überraschend gut",1
"Super !",1
"Perfekt",1
"einfach herrlich!",1
"soo lecker mit BBQ soße",1
"sehr scchmackhaft",1
"Super lecker",1
"Super Wonig",1
"Richtig lecker",1
"Lecker weil nicht überwürzt, geniale Konsistenz",1
"Super lecker",1
"Beste Schokolade",1
"Lecker",1
"Mag ich gerne",1
"Sehr lecker",1
"Schmeckt gut",1
"schmackhafte Alternative auch für Fleischfresser",1
"Lecker",1
"schön würzig",1
"Empfehlung",1
"Diese Gewürze sind der Knaller",1
"Note 1",1
"Absolut lecker!",1
"Sehr lecker, nur etwas teuer",1
"Sehr lecker, aber viel Chemie",1
"Super lecker und cremig",1
"Bester Ersatz für Schlagsahne",1
"Voll lecker",1
"Lecker",1
"Lecker!",1
"Lecker",1
"Super Schokoladig, große Stücke, ich liebe es!",1
"Eindeutig ein Mandelhörnchen",1
"Schmeckt wie vom Bäcker",1
"Was für ein Genuss ...",1
"Sehr gelungen",1
"Super lecker",1
"Kalt und warm zu empfehlen :)",1
"Das beste Räuchertofu",1
"Räuchertofu Klassisch",1
"Taifun Tofu ist eine Klasse für sich",1
"Best smoked tofu ever",1
"Top Produkt",1
"Super lecker",1
"Bester!",1
"...sehr lecker....",1
"Einfach nur WOW!",1
"Schmeckt alles",1
"Sehr lecker",1
"Wie Dönerfleisch",1
"Gut aber teuer",1
"Auch für Nicht-Veganer",1
"Der beste Fleischersatz überhaupt!",1
"Super!",1
"Sehr leckerer, sojafreier Proteinlieferant",1
"Einfach und lecker",1
"Ein absoluter Traum .....",1
"Schmeckt genau wie das Original",1
"Cremig , Nussig und Süß! Genau das was man von einer Schoki erwartet !",1
"preis/leistung super",1
"günstig und lecker",1
"Ein Genuss",1
"Super lecker und so viel Mandeln",1
"mega!",1
"Yes",1
"ENDLICH",1
"Absolute Empfehlung",1
"Super Geschmack und konsistenz",1
"Lecker aber nicht ganz günstig",1
"Die Alternative",1
"Delicious",1
"So gut!",1
"köstlich!",1
"Einfach wunderbar!",1
"Sehr gelungen!",1
"Super lecker!",1
"starken Geschmack",1
"Bester Pasmesanersatz, den ich bisher probiert habe",1
"Richtig lecker!",1
"Richtig Tolles Produkt!",1
"Lecker Veggie",1
"Sehr würzig",1
"delicious",1
"Suuuper lecker!!!",1
"Kann man mal probieren.",1
"Glutenfrei, Sojafrei & Vegan!!",1
"endlich gibt es einen leckeren Ersatz",1
"5/5 Punkten",1
"Die bester Alternative bisher",1
"99% perfekt",1
"Sehr lecker",1
"Perfekt zum Grillen",1
"Meeeeega!!!",1
"Die beste Schokolade",1
"ein Traum",1
"Überzeugt auch Fleischesser",1
"Rauchig, Würzig, Gut!",1
"Excellent smoky sausages",1
"Sehr leckerer Snack",1
"total authentisch und würzig",1
"Semmelknödel wie sie sein sollen",1
"Soooo gut",1
"Leckere Knödel, stolzer Preis",1
"okay",1
"Sehr lecker!",1
"Lecker *-*",1
"Lecker",1
"Super cremig!",1
"super",1
"Gute Soja-Alternative",1
"Guter Preis für leckeren Joghurt",1
"Ich liebe diesen Geschmack!",1
"Garlic sausage!",1
"Genial!",1
"Nicht BBQ aber lecker",1
"Lecker, aber nicht Barbeque",1
"Gut, aber geht besser",1
"Super lecker!",1
"Besser als echte Ente",1
"VF hats wieder geschafft",1
"Wirklich lecker",1
"Perfekt Saganaki!",1
"Sehr lecker!",1
"Hammer!",1
"Sehr gelungen!",1
"Super lecker",1
"Super!",1
"Mein absoluter Liebling!",1
"10/10",1
"Absolut zu empfehlen ❤",1
"die authentischste Milch-Alternative für Heißgetränke, die ich kenne.",1
"Kuhmilchähnlich, mild, süßlich",1
"Schmeckt einfach Klasse !",1
"Meine Lieblingsmilch!",1
"wirklich toller Käseersatz",1
"Toll!",1
"Kaufempfehlung!",1
"Schmecken auch Mann & Kind",1
"Wirklich super!",1
"Unwiderstehlich",1
"Top !",1
"bester burger-patty nach langwierigen test :)",1
"bester burger-patty nach langwierigen test :)",1
"Top",1
"okay",1
"Einfach nur lecker",1
"Schmeckt sehr gut",1
"Bester veganer Frischkäse",1
"Lecker!",1
"SEHR GUT",1
"Sehr gut",1
"lecker",1
"Lecker!",1
"Sehr lecker, aber definitiv nicht wie ""Salami""",1
"Salamig",1
"Noch nie eine so gute vegane Wurst gegessen",1
"Gerne wieder",1
"Perfekte Illusion ohne Tierleid",1
"Mega - bin süchtig!",1
"Wunderbares Raucharoma, geschmacklich top!",1
"Tolles produkt",1
"Ahhh so lecker ..",1
"Keine Räucherwurscht, aber sehr gut",1
"Erinnert mich an Teewurst!",1
"Vantastic & Vegan",1
"Wie echter Käse",1
"Beste vegane Käsealternative",1
"Schmeckt wie echter Käse",1
"Käse ist top, keine Frage! Aber einfrieren? Bloß nicht.",1
"Besser geht es kaum",1
"Warm oder kalt sehr lecker",1
"Lecker",1
"Spitze!",1
"Rundum gelungen",1
"Gut gewürzt",1
"Einfach lecker!!",1
"Woher soll ich wissen wie der schmeckt???",1
"Sehr lecker",1
"Tolle Alternative zu Frischkäse",1
"Sehr lecker",1
"Mild nussig, krautig, cremig.",1
"Schmeckt klasse",1
"Tolles Produkt",1
"Top Produkt",1
"Sehr gut",1
"Leckere Alternative",1
"sehr gute Alternative",1
"Zu empfehlen",1
"Empfehlenswert",1
"Geniales Produkt",1
"Gelungene vegane Gummibärchen",1
"Sehr lecke",1
"Sehr leckeres Käse",1
"Super",1
"Gut für unterwegs",1
"gute milchersatz für Kaffee",1
"Gut",1
"Sehr zu empfehlen",1
"Super auch für Tee",1
"Toll!",1
"Super lecker!",1
"sehr lecker :)",1
"Preiswert und unglaublicher Geschmack",1
"Sehr gut mit viel Protein",1
"Lieblingswurst",1
"Best vegan Wurst",1
"Total lecker",1
"Bresso in vegan",1
"Sehr erfreut",1
"Einer der besten veganen Käse",1
"Hochwertige Herstellungsweise - Tolles Produkt einer tollen Firma!",1
"So gut!",1
"Rundum gelungen!",1
"Sehr gelungen!",1
"Ein neuer Geschmack, super",1
"Sehr zufrieden",1
"Kaufempfehlung",1
"Super lecker!",1
"Diese Großpackung lohnt sich :D",1
"Fand ich sehr gut, viel, viel besser, als gedacht.",1
"Super lecker!",1
"Soooo gut",1
"Geschmacklich ist es gut, aber nicht wie Rührei ohne entsprechendes Salz",1
"Schnell zubereitet, mit Salz, Pfeffer und Schnittlauch fast wie Rührei:)",1
"Mega Lecker!",1
"Die Entdeckung!!!",1
"Absolute Liebe",1
"sehr lecker....",1
"Unglaublich lecker!!",1
"Einfach nur super lecker!",1
"mega gute Nougat Schokolade!!",1
"Bester Schokoriegel ever",1
"einfach nur klasse",1
"Suchtgefahr!",1
"Bester Riegel? Ja!",1
"Super lecker!",1
"Sehr lecker!",1
"Wie echter Gyros",1
"Mmmh! :)",1
"LECKER!",1
"Super",1
"Gute Alternative",1
"Guter Ersatz",1
"Sehr lecker",1
"Was ganz anderes!",1
"Lecker!",1
"echt lecker",1
"Sehr lecker, sogar die Haut wird richtig schön rösch.",1
"Alle Jahre wieder...",1
"Keine Ente, aber nah dran",1
"Super vielseitig einsetzbar",1
"Ein Festessen",1
"genial",1
"Das beste Gulasch was ich je gegessen habe!",1
"Tolles Produkt",1
"Super Produkt!",1
"Gut, Günstig und wenn mans kann lecker",1
"Sehr gelungen",1
"Super lecker",1
"Sehr lecker, aber zu teuer",1
"Wer mag es dezent?",1
"Sehr lecker cheddar vegan Käse",1
"Danke!",1
"Jederzeit wieder!",1
"Schmeckt nach mehr",1
"Super Grundlage für Sportler!",1
"Hält lange, schmeckt gut",1
"Superlecker!",1
"Super lecker",1
"super genial",1
"Gut gelungen",1
"Sehr gut",1
"Toller Geschmack",1
"Lecker",1
"Schmeckt nach mehr",1
"Total lecker!",1
"Für die ganze Familie",1
"Ich liebe es",1
"soooo gut, kein sojageschmack",1
"Mein absoluter Favorit",1
"Sehr überzeugend...",1
"Sooooo lecker !!",1
"besser als echte",1
"Toller Geschmack, toller Geruch.... Plastik Verpackung leider nicht nachhaltig.",1
"Sehr gut!",1
"Perfekt",1
"Super Geschmack, ganz ohne Soja",1
"Sehr lecker",1
"Super!",1
"Einfach WOW",1
"Toller veganer Frischkäse",1
"Absolutes Spitzenprodukt!",1
"ein leckerer Frischkäse!",1
"Best Burger",1
"Ein Traum!",1
"LECKER!",1
"zuviel Salz",1
"Sehr gut gelungen, Optisch, geschmacklich. Passt 1A auf Butterbrot!",1
"Perfekter Genuss",1
"Konsistenz ok, Geschmack gut",1
"Mega!",1
"perfekt",1
"Cooles Design und guter Geschmack",1
"Super lecker!",1
"sehr lecker - nur leider zu viel Zucker",1
"Super!!",1
"Einfach genial",1
"nicht nur gutes Dressing",1
"Eine traumhafte Salatsauce",1
"Sehr lecker. Sehr typischer, authentischer Geschmack.",1
"Gut bis auf die Wahl des Zuckers",1
"der Hit",1
"boooaahh",1
"Einer meiner absoluten Favoriten!",1
"Absoluter Favorit!",1
"Perfekt, da denkt man gar nicht mehr an ""Alternative""",1
"Das Original übertroffen! Klasse.",1
"Fader Geschmack",1
"Schmeckt super!",1
"Prima Ersatz",1
"Der Beste",1
"Lecker!!",1
"Sooo gut!",1
"Super lecker",1
"Begeisterung pur",1
"Käsekuchen gelingt perfekt",1
"Geschmacklich in Ordnung",1
"Sehr gut",1
"Leckeres Soja-Produkt",1
"Ausgezeichnet",1
"Eins a",1
"Super!",1
"Lieblingsalternative",1
"Sehr lecker",1
"sehr gute Fleisch - Alternative",1
"die beste:))))",1
"Sehr gute Alternative",1
"A must have!",1
"Top!",1
"Spitze!!",1
"Überzeugend! ;)",1
"Absolutes Spitzenprodukt!",1
"Mega!",1
"Wunderbar.",1
"Kaufempfehlung",1
"Schmeckt wirklich gut.",1
"Sehr lecker",1
"Etwas mehr erwartet",1
"Visch Visch hurra - niemals so gut erwartet",1
"Positiv überrascht",1
"sehr lecker",1
"Sehr lecker",1
"kein Fisch, aber lecker",1
"Sehr positiv überrascht",1
"unglaublich lecker",1
"Da fällt man fast vom Glauben ab! :b",1
"Super Osterhasen...",1
"Mein Liebling, aber...",1
"Endlich...",1
"Wenn Träume wahr werden.",1
"Das beste was ich seit langem gegessen hab wow ❤️",1
"...so lecker !!!!!",1
"Wooow",1
"feinfenfein",1
"Multitalent",1
"Super Produkt, das Beste was ich je auf dem Brot hatte! Wie echter Sauerrahm!",1
"Toll toll toll",1
"Köstlich",1
"Super lecker - der gehört dauerhaft ins Sortiment",1
"Er hat mich umgehauen!!! Im positiven Sinne",1
"Wirklich lecker",1
"Hält kaum länger als einen Tag...",1
"Lecker!",1
"Sehr lecker",1
"LECKER!",1
"PERFEKT",1
"mehr als authentisch - besser als das Original",1
"Echt befriedigend",1
"sehr lecker!",1
"Lecker",1
"Bester Streuschmelz hier im Shop!",1
"Toller Käseersatz !",1
"Beste vegane Mayo",1
"Beste Mayo überhaupt",1
"Beste vegane Mayo",1
"Beste vegane Mayonnaise!",1
"Super lecker!",1
"Super",1
"Megaaa",1
"Sehr gute Alternative.",1
"Sehr lecker!",1
"Mega",1
"Köstlich!",1
"Super Fleischersatz",1
"So schön wie dieser schmilzt kein anderer!",1
"lecker käsig",1
"Schmeckt nicht wie Mozzarella aber dennoch der Hammer",1
"Super zu Nudeln!",1
"Verdammt lecker, aber keine Salami",1
"Sehr Gut , aber . . .",1
"Ich bin im Himmel",1
"1A",1
"Ich vermisse . . .",1
"Lecker! Nachkaufprodukt!",1
"Der perfekte Salami Ersatz!",1
"mega, es schreit nach mehr !!!",1
"Nicht schlecht",1
"Schmeckt sehr gut!",1
"Super lecker!",1
"Beste Wurst",1
"Die einzig wahre Veggie - Salamie",1
"Unglaublich gut",1
"Echt sehr gelungen!",1
"Wir lieben sie!!",1
"Diese Salami ist die beste!!!",1
"Kaum von echter Salami zu unterscheiden",1
"Super Alternative",1
"ziegenkäse erkennbar",1
"Wie Ziege - nur cruelty free",1
"Begeistert",1
"Prima Käseersatz",1
"Einer meiner Scheibletten - Favoriten",1
"Bester Käseersatz überhaupt",1
"Top Geschmack",1
"Sehr lecker!",1
"Leeecker!",1
"Leckeres Dessert!",1
"okay",1
"Sooo lecker",1
"Sehr lecker!",1
"Superlecker",1
"Gute Alternative",1
"Ein Joghurt das mich überzeugt",1
"j.reis",1
"Echt lecker!",1
"TOP in Konsistenz und Geschmack! Und viel gesünder als ein herkömmlicher Frischkäse! Nur der Preis ...",1
"Veganer Mandel-Frischkäse, einfach lecker!",1
"Bester Frischkäse ever",1
"Empfehlung!",1
"Richtig lecker",1
"Find ich gut!",1
"nah genug",1
"Der beste schmelzende ""Käse""",1
"Das Beste auf Pizza",1
"SO gut!",1
"Sehr lecker!",1
"Total lecker",1
"der einzig wahre mozzarella!",1
"Der Wahnsinn!",1
"Italien lässt grüßen!",1
"Super lecker, super intensiv, super ergiebig",1
"Perfekt",1
"BBQ-Held",1
"Großartiges Produkte – einfach genial – sind total begeistert",1
"Sehr lecker!",1
"Super als Bacon Ersatz",1
"Bester Speck-Ersatz",1
"Sehr lecker",1
"ähnlich wie roher räucherschinken oder Bacon strips",1
"veganer volltreffer!",1
"Lecker",1
"Sehr gut",1
"Nahezu perfekt ;)",1
"TOP in Konsistenz und Geschmack!",1
"Geschmacklich top!",1
"Perfekt für Erbsensuppe mit Würstchen!",1
"Perfekte Alternative",1
"Authentizität wird hier groß geschrieben",1
"Das richtige für die Brotzeit",1
"Super Wurst",1
"Kaum da, schon wieder weg....",1
"Sehr lecker!",1
"Really delicious",1
"Schmeckt mir super!",1
"Sehr lecker!",1
"Wow Effekt",1
"Bester veganer Streukäse",1
"Liebster Streukäse!",1
"SO Lecker!",1
"Einfach Top!",1
"Super lecker und schmilzt top!",1
"Sehr glücklich über dieses Produkt",1
"Sogar von omnivores angenommen",1
"Sehr vielseitig und super Preis-Leistungsverhältnis",1
"Super lecker",1
"DAS Hack für alle!!! Bitte probiert es aus :)",1
"Super!",1
"Schmeckt und lässt sich leicht verarbeiten",1
"Sehr lecker, auch für Omnis",1
"Wirklich gut",1
"Schmilzt wie versprochen...",1
"Schmeckt wie Cheddarkäse! Sehr lecker auf Burgern :)",1
"Überraschend gut!",1
"Top Salami-Ersatz",1
"Gigantisch lecker! Suchtgefahr...",1
"Lecker...",1
"Best Saucisson Alternative I ever tried",1
"Beste Salami-Alternative",1
"Bisher die beste Salami Alternative",1
"Beste Salami",1
"***MEGA***",1
"Beste Salami bisher!",1
"Sehr lecker - für mich NICHT zu salzig.",1
"Etwas weniger Salz? Bitte!",1
"Beste vegane Salami bisher!",1
"Beste Velami weit und breit.",1
"Beste",1
"Echt gut!",1
"Top!!!!",1
"Wird wieder nachbestellt",1
"Sehr lecker!",1
"extremst leckere fleischlose Salami",1
"Ich finde diese Salami sehr lecker",1
"Die Beste",1
"mit Abstand die beste",1
"Kaufe ich immer wieder",1
"Sehr lecker",1
"Neuer Liebling!",1
"Sehr lecker!",1
"Das ist der beste Käse für die Stulle",1
"Käsig gut",1
"Sehr zu empfehlen",1
"Super leckerer Käse Ersatz mit nussiger Note",1
"Ganz große Liebe - nussiger Käse!",1
"Mmmhh!!!",1
"Perfekt",1
"Sehr lecker!",1
"Super lecker!",1
"Bin überzeugt",1
"Megaa",1
"wirklich lecker",1
"Wie das Original :-)",1
"Eine gute Alternative!",1
"klare Kaufempfehlung!",1
"Wahnsinnig gut",1
"Total lecker",1
"Super",1
"Fantastic!!!",1
"Top!",1
"SUPERFISCHIG",1
"Wie das von I...!",1
"Nicht von richtigen Fischstäbchen zu unterscheiden",1
"Endlich wieder Fischstäbchen :-)",1
"Drei Kinder...",1
"Lecker!",1
"Sehr lecker",1
"100% Omni-tauglich",1
"Bombastisch",1
"Sehr lecker!",1
"Total lecker auch für nicht Veganer",1
"Unglaublich lecker",1
"Soooo lecker",1
"Ein Traum",1
"Toller Schinkenersatz!",1
"göttlich!",1
"Unglaublich gut",1
"Lecker mit Dattelsirup und Sesam!",1
"Die Kids sind begeistert!",1
"Sehr gut",1
"Super lecker!",1
"UNGLAUBLICH!!!",1
"Megalecker",1
"YEAH!",1
"Warum Titandioxyd?",1
"Himmlisch",1
"Es gibt sie wieder!",1
"Ich liebe sie",1
"Super Alternative",1
"Genial",1
"Tolle Alternative",1
"Super!",1
"Sehr lecker und wirklich mal was anderes!",1
"GROßARTIG!",1
"Endlich wieder Wraps- und noch dazu viel besser!",1
"Lecker!",1
"Wirklich lecker",1
"Tolles Produkt",1
"Geschmack passt, hat keiner gemerkt, dass es vegan war",1
"Einfach lecker",1
"TOP!",1
"Echt lecker",1
"Super lecker!",1
"Unglaublich lecker",1
"Faszinierend, was alles geht :-)",1
"Unglaublich lecker",1
"Bester veganer Aufschnitt!",1
"Absolut perfekt :D",1
"Sehr lecker",1
"SOOO GUT",1
"So lecker!",1
"wie aus kindheit",1
"Nahezu perfekt",1
"echt lecker!",1
"Hmmm .... , endlich ein guter Schinkenersatz :-)",1
"Speckig!",1
